ID;ArticleID;LabelID;LabelClassID;Text;Start;End;TokenStart;TokenEnd
191;2;21;7;percent;1947;1954;331;331
192;2;21;7;percent;1931;1938;326;326
193;2;22;7;6.5;1927;1930;325;325
194;2;7;1;anticoagulant - therapy;1895;1916;319;321
195;2;19;4;occurred;1874;1882;315;315
196;2;17;4;Hemorrhagic complications;1848;1873;313;314
197;2;23;7;0.02 to 0.31;1833;1845;308;310
198;2;19;7;95 percent confidence interval;1801;1831;303;306
199;2;22;7;0.09;1795;1799;301;301
200;2;21;7;relative risk;1780;1793;298;299
201;2;22;7;87;1944;1946;330;330
202;2;17;4;myocardial infarction;1305;1326;211;212
203;2;7;1;anticoagulant - therapy;1538;1559;252;254
204;2;19;7;lower;1291;1296;208;208
205;2;11;2;death from cardiac causes;728;753;113;116
206;2;6;1;aspirin;653;660;100;100
207;2;6;1;phenprocoumon;634;647;97;97
208;2;6;1;heparin;625;632;95;95
209;2;25;3;intravenous;613;624;94;94
210;2;7;1;anticoagulant therapy;590;611;91;92
211;2;7;1;260;575;578;88;88
212;2;6;1;aspirin;562;569;85;85
213;2;6;1;ticlopidine;545;556;83;83
214;2;11;2;myocardial infarction;775;796;121;122
215;2;7;1;antiplatelet therapy;523;543;80;81
216;2;10;2;patients;480;488;74;74
217;2;7;1;257;476;479;73;73
218;2;7;1;coronary-artery stenting;373;397;54;57
219;2;7;1;conventional anticoagulant therapy;290;324;43;45
220;2;7;1;antiplatelet therapy;264;284;40;41
221;2;1;5;hemorrhagic and vascular complications;183;221;30;33
222;2;1;5;thrombotic occlusion of the stent;138;171;22;26
223;2;7;1;coronary angioplasty;91;111;14;15
224;2;7;1;coronary-artery stenting;36;60;6;9
225;2;12;2;randomly;494;502;76;76
226;2;11;2;aortocoronary bypass surgery;798;826;124;126
227;2;10;2;Palmaz-Schatz coronary-artery stents;438;474;65;71
228;2;11;2;death from noncardiac causes;894;922;138;141
229;2;11;2;repeat angioplasty;831;849;129;130
230;2;21;7;percent;1283;1290;207;207
231;2;22;7;82;1280;1282;206;206
232;2;7;1;antiplatelet therapy;1245;1265;200;201
233;2;19;7;95 percent confidence interval;1193;1223;189;192
234;2;22;7;0.25;1187;1191;187;187
235;2;21;7;relative risk;1172;1185;184;185
236;2;7;1;anticoagulant therapy;1149;1170;181;182
237;2;21;7;percent;1120;1127;176;176
238;2;22;7;6.2;1116;1119;175;175
239;2;23;7;0.06 to 0.77;1225;1237;194;196
240;2;19;4;reached;1072;1079;166;166
241;2;19;7;risk;1297;1301;209;209
242;2;21;7;percent;1064;1071;165;165
243;2;22;7;1.6;1060;1063;164;164
244;2;7;1;antiplatelet therapy;1038;1058;161;162
245;2;19;7;patients;1017;1025;158;158
246;2;11;2;peripheral vascular events;973;999;150;152
247;2;11;2;severe hemorrhage;950;967;146;147
248;2;17;4;primary cardiac end point;1082;1107;168;171
249;2;11;2;cerebrovascular accident;924;948;143;144
250;3;21;7;%;750;751;134;134
251;3;22;7;1.99;746;750;133;133
252;3;19;4;occurred;734;742;131;131
253;3;17;4;Gastrointestinal hemorrhages;705;733;129;130
254;3;20;7;= 0.043;695;702;125;126
255;3;6;1;aspirin;676;683;121;121
256;3;21;7;%;645;646;111;111
257;3;23;7;0.3-16.5;651;659;114;116
258;3;19;7;CI;648;650;113;113
259;3;22;7;8.7;642;645;110;110
260;3;19;7;reduction;629;638;108;108
261;3;19;7;patients;755;763;136;136
262;3;17;4;relative risk;615;628;106;107
263;3;21;7;%;659;660;117;117
264;3;6;1;clopidogrel;777;788;139;139
265;3;17;4;thrombocytopenia;967;983;172;172
266;3;21;7;%;797;798;142;142
267;3;19;7;patients;802;810;144;144
268;3;6;1;aspirin;824;831;147;147
269;3;20;7;< 0.002;835;842;150;151
270;3;20;7;no significant;856;870;156;157
271;3;19;7;differences;887;898;161;161
272;3;19;7;rates;906;911;164;164
273;3;17;4;intracerebral hemorrhages;915;940;166;167
274;3;17;4;hemorrhagic deaths;945;963;169;170
275;3;6;1;clopidogrel;1013;1024;178;178
276;3;6;1;aspirin;1058;1065;185;185
277;3;1;5;cardiovascular events;1086;1107;189;190
278;3;1;5;atherosclerosis;1125;1140;194;194
279;3;6;1;Clopidogrel;581;592;101;101
280;3;22;7;2.66;793;797;141;141
281;3;6;1;aspirin;550;557;96;96
282;3;22;7;5.32;497;501;86;86
283;3;21;7;%;511;512;90;90
284;3;6;1;clopidogrel;534;545;94;94
285;3;8;6;CAPRIE;11;17;2;2
286;3;12;2;trial;18;23;3;3
287;3;6;1;clopidogrel;25;36;5;5
288;3;6;1;aspirin;44;51;7;7
289;3;10;2;patients;55;63;9;9
290;3;10;2;at risk of ischaemic events;64;91;10;14
291;3;6;1;clopidogrel;102;113;17;17
292;3;11;2;vascular events;151;166;25;26
293;3;14;2;19,185;170;176;28;30
294;3;10;2;patients;177;185;31;31
295;3;10;2;clinical manifestations of atherosclerosis;191;233;33;36
296;3;12;2;randomized;253;263;40;40
297;3;24;3;daily;275;280;43;43
298;3;25;3;oral;281;285;44;44
299;3;6;1;aspirin;119;126;19;19
300;3;24;3;75;299;301;47;47
301;3;22;7;5.83;507;511;89;89
302;3;6;1;clopidogrel;286;297;45;45
303;3;21;7;%;501;502;87;87
304;3;19;7;rates;488;493;84;84
305;3;11;2;vascular death;466;480;80;81
306;3;11;2;ischemic stroke;446;461;77;78
307;3;11;2;myocardial infarction;423;444;74;75
308;3;17;4;Event;482;487;83;83
309;3;24;3;1 to 3 years;357;369;61;64
310;3;7;1;Treatment periods;327;344;57;58
311;3;21;7;mg;322;324;54;54
312;3;24;3;325;318;321;53;53
313;3;6;1;aspirin;309;316;51;51
314;3;21;7;mg;302;304;48;48
315;4;22;7;17.3;1084;1088;204;204
316;4;19;7;95% CI;1127;1133;215;217
317;4;22;7;0.66;1121;1125;213;213
318;4;21;7;hazard ratio;1105;1117;210;211
319;4;21;7;deaths;1091;1097;207;207
320;4;21;7;%;1088;1089;205;205
321;4;23;7;0.54-0.81;1134;1143;218;220
322;4;22;7;228;1079;1082;202;202
323;4;19;7;lower;1025;1030;189;189
324;4;22;7;11.8;1069;1073;198;198
325;4;22;7;156;1064;1067;196;196
326;4;2;1;placebo;1055;1062;194;194
327;4;6;1;bisoprolol;1036;1046;191;191
328;4;20;7;significantly;1011;1024;188;188
329;4;17;4;All - cause mortality;987;1006;183;186
330;4;20;7;<0.0001;1146;1153;223;224
331;4;21;7;%;1073;1074;199;199
332;4;20;7;significantly;1167;1180;229;229
333;4;20;7;=0.0011;1329;1336;269;270
334;4;17;4;sudden deaths;1187;1200;231;232
335;4;19;7;benefit;978;985;181;181
336;4;1;5;stable heart - failure;1483;1503;297;300
337;4;2;1;Beta-blocker;1433;1445;288;290
338;4;23;7;0.39-0.80;1317;1326;264;266
339;4;1;5;severe class IV symptoms;1576;1600;314;317
340;4;22;7;0.56;1311;1315;262;262
341;4;21;7;hazard ratio;1295;1307;259;260
342;4;19;7;fewer;1181;1186;230;230
343;4;21;7;deaths;1279;1285;254;254
344;4;22;7;6.3;1273;1276;251;251
345;4;22;7;83;1269;1271;249;249
346;4;21;7;%;1263;1264;246;246
347;4;22;7;3.6;1260;1263;245;245
348;4;22;7;48;1256;1258;243;243
349;4;2;1;placebo;1247;1254;241;241
350;4;6;1;bisoprolol;1219;1229;236;236
351;4;21;7;%;1276;1277;252;252
352;4;17;4;mortality;968;977;180;180
353;4;2;1;beta1 selective adrenoceptor blocker;199;235;36;40
354;4;6;1;bisoprolol;936;946;176;176
355;4;10;2;New York Heart Association class III or IV;423;465;74;81
356;4;10;2;patients;411;419;72;72
357;4;10;2;symptomatic;399;410;71;71
358;4;14;2;2647;394;398;70;70
359;4;12;2;Europe;374;380;66;66
360;4;12;2;trial;365;370;64;64
361;4;12;2;placebo-controlled;346;364;61;63
362;4;10;2;left-ventricular ejection fraction of 35% or less;472;521;84;93
363;4;12;2;randomised;335;345;60;60
364;4;10;2;chronic heart failure;273;294;48;50
365;4;11;2;all-cause mortality;250;269;43;46
366;4;6;1;bisoprolol;185;195;33;33
367;4;11;2;efficacy;173;181;31;31
368;4;2;1;beta - blockade;44;57;8;10
369;4;1;5;heart failure;29;42;5;6
370;4;20;7;significant;956;967;179;179
371;4;12;2;multicentre;310;321;56;56
372;4;10;2;standard therapy;532;548;95;96
373;4;12;2;double-blind;322;334;57;59
374;4;10;2;inhibitors of angiotensin - converting enzyme;568;611;100;105
375;4;19;4;after the second interim analysis;893;926;169;173
376;4;10;2;diuretics;554;563;98;98
377;4;8;6;CIBIS - II;865;873;162;164
378;4;13;2;followed up for a mean of 1.3 years;782;817;144;151
379;4;10;2;Patients;768;776;142;142
380;4;21;7;mg;756;758;138;138
381;4;24;3;maximum of 10;742;755;135;137
382;4;24;3;daily;691;696;126;126
383;4;24;3;per day;759;766;139;140
384;4;7;1;n = 1320;683;689;122;124
385;4;2;1;placebo;674;681;120;120
386;4;7;1;n = 1327;663;669;115;117
387;4;21;7;mg;659;661;113;113
388;4;24;3;1.25;654;658;112;112
389;4;6;1;bisoprolol;643;653;111;111
390;4;10;2;patients;634;642;110;110
391;4;12;2;randomly;616;624;108;108
392;5;19;7;patients;882;890;173;173
393;5;22;7;80.9;898;902;176;176
394;5;21;7;%;902;903;177;177
395;5;6;1;nitrendipine;978;990;191;191
396;5;19;7;most common;1016;1027;197;198
397;5;6;1;moexipril;1001;1010;194;194
398;5;6;1;moexipril;864;873;170;170
399;5;6;1;nitrendipine;911;923;180;180
400;5;21;7;%;855;856;167;167
401;5;21;7;mmHg;733;737;143;143
402;5;17;4;Blood pressure responses were adequate;809;847;160;164
403;5;6;1;nitrendipine;789;801;157;157
404;5;21;7;mmHg;777;781;154;154
405;5;22;7;- 13.6;771;776;152;153
406;5;22;7;-18.2;765;770;149;150
407;5;6;1;moexipril;745;754;146;146
408;5;22;7;- 15.2;727;732;141;142
409;5;22;7;-21.2;721;726;138;139
410;5;19;4;adverse events;1028;1042;199;200
411;5;22;7;82.2;851;855;166;166
412;5;6;1;nitrendipine;1050;1062;203;203
413;5;6;1;moexipril;1392;1401;271;271
414;5;22;7;23.4;1084;1088;208;208
415;5;19;7;reductions;705;715;136;136
416;5;6;1;nitrendipine;1459;1471;281;281
417;5;2;1;calcium antagonist;1440;1458;279;280
418;5;2;1;ACE inhibitor;1378;1391;269;270
419;5;6;1;nitrendipine;1270;1282;252;252
420;5;6;1;moexipril;1256;1265;250;250
421;5;21;7;%;1202;1203;238;238
422;5;22;7;8.9;1199;1202;237;237
423;5;17;4;cough;1192;1197;235;235
424;5;19;4;adverse event;1174;1187;232;233
425;5;19;7;most common;1162;1173;230;231
426;5;6;1;moexipril;1142;1151;227;227
427;5;21;7;%;1131;1132;222;222
428;5;22;7;14.9;1127;1131;221;221
429;5;17;4;ankle oedema;1113;1125;218;219
430;5;21;7;%;1106;1107;215;215
431;5;22;7;21.3;1102;1106;214;214
432;5;17;4;flushing;1092;1100;212;212
433;5;21;7;%;1088;1089;209;209
434;5;17;4;headache;1074;1082;206;206
435;5;17;4;SDBP;700;704;135;135
436;5;19;7;range;321;326;58;58
437;5;19;4;After the 8 weeks;659;676;125;128
438;5;12;2;randomized;371;381;68;68
439;5;10;2;primary hypertension;345;365;65;66
440;5;21;7;years;333;338;62;62
441;5;18;7;44-70;327;332;59;61
442;5;17;4;SSBP;695;699;133;133
443;5;18;4;age;317;320;57;57
444;5;10;2;women;310;315;55;55
445;5;10;2;postmenopausal;295;309;54;54
446;5;6;1;moexipril;393;402;71;71
447;5;14;2;93;292;294;53;53
448;5;10;2;women;203;208;33;33
449;5;10;2;postmenopausal;188;202;32;32
450;5;6;1;nitrendipine;172;184;30;30
451;5;2;1;calcium antagonist;153;171;28;29
452;5;6;1;moexipril;135;144;25;25
453;5;2;1;angiotensin-converting enzyme (ACE) inhibitor;89;134;17;24
454;5;11;2;tolerability;65;77;13;13
455;5;11;2;efficacy;52;60;11;11
456;5;12;2;4-week placebo run-in period;262;290;44;51
457;5;24;3;15;403;405;72;72
458;5;10;2;mild to moderate hypertension;214;243;35;38
459;5;24;3;once daily;409;419;74;75
460;5;21;7;mg;406;408;73;73
461;5;6;1;nitrendipine;630;642;120;120
462;5;21;7;mmHg;618;622;117;117
463;5;18;7;102.3;612;617;116;116
464;5;18;7;162.2;606;611;114;114
465;5;21;7;mmHg;573;577;107;107
466;5;18;7;103.0;567;572;106;106
467;5;18;7;161.3;561;566;104;104
468;5;19;4;at baseline;544;555;101;102
469;5;6;1;moexipril;585;594;110;110
470;5;18;4;sitting diastolic blood pressures;503;536;94;97
471;5;18;4;SSBP;493;497;91;91
472;5;18;4;sitting systolic;475;491;88;89
473;5;19;7;mean;470;474;87;87
474;5;24;3;8 weeks;457;464;83;84
475;5;24;3;once daily;442;452;80;81
476;5;21;7;mg;439;441;79;79
477;5;24;3;20;436;438;78;78
478;5;18;4;SDBP;538;542;99;99
479;5;6;1;nitrendipine;423;435;77;77
480;6;19;7;95% confidence interval;1772;1795;368;371
481;6;23;7;10%-27%;1802;1809;376;380
482;6;20;7;<.001;1812;1817;383;384
483;6;17;4;total mortality or hospitalizations;1820;1855;387;390
484;6;19;4;due to worsening heart failure;1856;1886;391;395
485;6;19;7;risk reduction;1907;1921;402;403
486;6;22;7;439;1895;1898;399;399
487;6;21;7;events;1899;1905;400;400
488;6;21;7;%;1769;1770;366;366
489;6;22;7;31;1923;1925;405;405
490;6;22;7;311;1888;1891;397;397
491;6;22;7;19;1767;1769;365;365
492;6;19;7;lower;1569;1574;327;327
493;6;21;7;events;1743;1749;360;360
494;6;22;7;767;1739;1742;359;359
495;6;22;7;641;1732;1735;357;357
496;6;17;4;total mortality or all - cause hospitalizations;1642;1687;342;348
497;6;2;1;placebo;1617;1624;338;338
498;6;4;1;XL;1596;1598;333;333
499;6;4;1;CR;1593;1595;331;331
500;6;6;1;metoprolol;1582;1592;330;330
501;6;19;7;incidence;1526;1535;320;320
502;6;10;2;patients;1503;1511;315;315
503;6;21;7;%;1925;1926;406;406
504;6;19;7;risk reduction;1751;1765;362;363
505;6;19;7;95% CI;1928;1934;408;410
506;6;20;7;= .009;2335;2341;502;503
507;6;20;7;<.001;1946;1951;419;420
508;6;1;5;heart failure;2519;2532;534;535
509;6;4;1;XL;2442;2444;522;522
510;6;4;1;CR;2439;2441;520;520
511;6;6;1;metoprolol;2428;2438;519;519
512;6;1;5;symptomatic heartfailure;2402;2426;516;517
513;6;11;2;quality of life;1453;1468;305;307
514;6;20;7;= .003;2322;2328;498;499
515;6;2;1;placebo;2305;2312;494;494
516;6;4;1;XL;2278;2280;489;489
517;6;4;1;CR;2275;2277;487;487
518;6;6;1;metoprolol;2264;2274;486;486
519;6;19;7;improved;2248;2256;483;483
520;6;17;4;McMaster Overall Treatment Evaluation score;2176;2219;472;476
521;6;17;4;NYHA functional class;2125;2146;463;465
522;6;20;7;<.001;2117;2122;459;460
523;6;21;7;days;2110;2114;456;456
524;6;22;7;5303;2105;2109;455;455
525;6;22;7;3401;2097;2101;453;453
526;6;19;4;due to worsening heart failure;2065;2095;447;451
527;6;17;4;days in hospital;2048;2064;444;446
528;6;20;7;<.001;2026;2031;437;438
529;6;22;7;451;2020;2023;434;434
530;6;22;7;317;2013;2016;432;432
531;6;19;4;due to worsening heart failure;1981;2011;426;430
532;6;17;4;hospitalizations;1964;1980;425;425
533;6;23;7;20%-40%;1936;1943;412;416
534;6;7;1;intervention group;1433;1451;302;303
535;6;11;2;hospitalizations;1358;1374;289;289
536;6;11;2;heart failure;1389;1402;292;293
537;6;14;2;3991;819;823;168;168
538;6;10;2;Patients;805;813;164;164
539;6;12;2;14 countries;777;789;159;160
540;6;12;2;Three hundred thirteen sites;745;773;154;157
541;6;13;2;mean follow - up of 1 year;710;734;144;150
542;6;12;2;2 - week single - blind placebo run - in period;605;646;117;127
543;6;12;2;trial;584;589;112;112
544;6;12;2;controlled;573;583;111;111
545;6;12;2;double-blind;560;572;108;110
546;6;12;2;Randomized;548;558;106;106
547;6;10;2;heart failure;525;538;101;102
548;6;10;2;patients;511;519;99;99
549;6;11;2;quality of life;492;507;95;97
550;6;11;2;symptoms;478;486;92;92
551;6;11;2;hospitalization;461;476;90;90
552;6;11;2;mortality;450;459;88;88
553;6;4;1;XL;443;445;85;85
554;6;11;2;NYHA class;1418;1428;298;299
555;6;6;1;metoprolol;429;439;82;82
556;6;6;1;metoprolol succinate;407;427;79;80
557;6;4;1;extended - release;390;406;76;78
558;6;4;1;controlled - release;371;389;72;74
559;6;2;1;beta1-blocker;357;370;68;71
560;6;1;5;heart failure;273;286;52;53
561;6;1;5;heart failure;87;100;17;18
562;6;10;2;chronic heart failure;830;851;171;173
563;6;10;2;New York Heart Association ( NYHA ) functional class II to IV;853;912;175;186
564;6;4;1;CR;440;442;83;83
565;6;10;2;stabilized;961;971;197;197
566;6;10;2;ejection fraction of 0.40 or less;918;951;189;194
567;6;11;2;any hospitalization;1305;1324;278;279
568;6;11;2;mortality;1292;1301;276;276
569;6;2;1;placebo;1243;1250;264;264
570;6;7;1;n = 1990;1220;1228;257;259
571;6;24;3;once per day;1206;1218;253;255
572;6;21;7;mg;1203;1205;252;252
573;6;24;3;target dosage of 200;1182;1202;248;251
574;6;24;3;6 to 8 weeks;1161;1173;241;244
575;6;24;3;titrated;1148;1156;239;239
576;6;7;1;NYHA class III or IV;1125;1145;232;236
577;6;24;3;once per day;1111;1123;228;230
578;6;7;1;n = 2001;1252;1260;266;268
579;6;24;3;12.5;1103;1107;226;226
580;6;21;7;mg;1108;1110;227;227
581;6;10;2;Patients;1018;1026;205;205
582;6;10;2;optimum standard therapy;977;1001;199;201
583;6;6;1;metoprolol;1046;1056;209;209
584;6;4;1;CR;1057;1059;210;210
585;6;12;2;randomized;1032;1042;207;207
586;6;24;3;25;1064;1066;214;214
587;6;21;7;mg;1067;1069;215;215
588;6;24;3;once per day;1070;1082;216;218
589;6;7;1;NYHA class II;1084;1097;220;222
590;6;4;1;XL;1060;1062;212;212
591;7;23;7;0.83, 0.94;895;905;177;179
592;7;22;7;0.88;889;893;175;175
593;7;23;7;0.61, 0.87;873;883;170;172
594;7;22;7;0.73;867;871;168;168
595;7;23;7;0.38, 0.74;854;864;163;165
596;7;22;7;0.53;848;852;161;161
597;7;23;7;0.59, 0.84;835;845;156;158
598;7;22;7;0.71;829;833;154;154
599;7;1;5;postpartum haemorrhage;1439;1461;276;277
600;7;21;7;RR;817;819;148;148
601;7;6;1;misoprostol;804;815;146;146
602;7;19;7;less frequent;785;798;143;144
603;7;17;4;tiredness;770;779;141;141
604;7;17;4;dizziness;756;765;139;139
605;7;17;4;headache;746;754;137;137
606;7;17;4;Nausea;738;744;135;135
607;7;19;4;side effects;931;943;186;187
608;7;19;7;95% CI;821;827;150;152
609;7;6;1;misoprostol;947;958;189;189
610;7;6;1;misoprostol;1107;1118;228;228
611;7;21;7;RR;975;977;193;193
612;7;19;7;women;717;722;130;130
613;7;2;1;oxytocic drugs;1403;1417;270;271
614;7;6;1;misoprostol;1378;1389;267;267
615;7;1;5;pyrexia;1272;1279;252;252
